id,d00,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23
resume_0869,-7.451740,8.312862,-3.075436,5.532480,-2.271647,-3.996200,6.823586,-4.221362,0.537433,8.539245,9.390251,2.436720,7.902742,7.834843,-7.276213,-8.794354,0.093297,3.118463,8.082965,-8.216848,-5.566436,3.069978,3.401311,0.475394
resume_0870,6.629712,-4.026182,3.944114,3.197348,-1.757160,2.600072,-7.435547,6.411056,-9.028089,-3.342233,-0.275992,-6.391089,-7.765590,4.451816,-0.339685,-7.703166,0.889027,4.691519,-4.544720,6.002734,-9.814519,-1.129962,3.352260,8.197875
resume_0871,-2.295299,8.008173,-7.341915,-1.136847,-0.995807,-1.674907,8.873248,-1.442195,-8.343453,2.570934,1.315324,-2.034743,5.361202,-1.143318,-2.289005,7.216241,-1.797910,6.565860,2.118693,0.227268,8.589952,9.016348,-10.307738,2.446799
resume_0872,-2.468065,7.017587,-7.749393,-1.892752,-3.214302,-0.450141,8.907937,-1.650898,-7.772220,2.829892,1.969873,-2.186810,5.440996,0.341802,-1.379502,6.152160,-3.459688,4.945329,2.682155,0.499692,10.176381,8.523581,-9.542817,3.095293
resume_0873,10.392857,6.687036,-5.716844,8.691910,-1.674862,8.914788,-5.317265,-3.393517,8.713298,-6.829536,0.507440,-3.707853,8.064735,-8.609507,-7.295619,0.302265,4.218101,-6.643534,2.361206,-1.325210,4.060422,-0.928248,-5.516795,-0.348330
resume_0874,4.916256,4.270459,1.380978,8.712075,-4.424041,-5.509209,5.307181,-6.534165,3.403014,-0.081968,-2.142506,-2.739299,0.929425,7.395578,-7.036562,0.409953,-4.980238,-8.192890,-9.549459,-8.000368,-3.600368,3.324370,-8.869480,6.157759
resume_0875,-7.491162,-0.063140,5.194203,-8.747150,-7.693562,1.653489,0.770034,-1.117266,4.935708,2.238326,0.302512,2.744430,-7.413523,-6.935769,7.819663,-0.580206,2.185489,-5.273023,-3.325678,-4.361831,-4.376792,-8.434979,8.070841,7.274639
resume_0876,5.160734,4.427938,3.165880,8.736719,-4.389188,-6.042566,5.374190,-7.365236,2.555315,1.276629,-1.971184,-1.173986,1.661487,8.929871,-6.006758,0.304517,-6.282852,-7.319664,-9.804045,-7.798078,-2.844187,4.517575,-7.333427,5.935699
resume_0877,-1.892463,7.566738,-7.639442,-1.758576,-2.582934,-1.733307,7.731576,-2.307164,-7.781362,2.107531,1.035352,-3.302444,5.832847,-1.168207,-1.088783,7.625973,-1.996080,4.450695,3.226962,0.257037,9.214579,9.693720,-8.904014,3.263679
resume_0878,10.638404,6.659362,-5.259443,9.777793,-1.414795,9.141261,-7.099554,-4.624497,9.096841,-6.406948,1.121035,-3.419056,7.355508,-8.925984,-8.481203,0.341970,5.323297,-6.905165,1.599500,-1.131584,3.669916,-0.509203,-3.959927,1.233532
resume_0879,-1.821258,7.772527,-8.059237,-1.566570,-1.601568,-2.125925,9.131162,-2.021315,-6.826778,2.548298,1.423404,-2.345420,6.050916,-0.535728,-2.410933,8.095957,-2.408990,6.392400,2.519628,-0.602178,10.449299,8.421368,-8.723562,2.971583
resume_0880,-7.796538,9.498350,-2.368966,5.932109,-2.422334,-3.472964,6.872830,-3.188377,-0.347104,7.989865,9.518871,3.123421,7.439106,6.469365,-8.079482,-9.859305,-0.871084,3.325767,7.330456,-8.643770,-5.102989,3.465936,4.522946,0.338562
resume_0881,4.926708,-3.846056,3.590721,3.121614,-1.986340,2.977603,-7.002154,6.584142,-8.723621,-4.911194,0.725313,-7.604386,-6.288106,5.885466,-0.137790,-9.125128,0.305780,4.758756,-4.918237,7.055682,-8.539771,0.179671,1.782353,8.802778
resume_0882,8.723269,7.723347,8.084450,-7.740067,-1.200878,7.832179,1.152344,-6.973235,1.141307,6.529499,7.885194,-8.703884,0.103581,-3.387996,-4.848164,2.460635,-6.691040,8.277563,6.750583,-2.676753,-6.246865,-5.084253,1.781230,5.699232
resume_0883,-7.466893,8.255248,-2.723746,5.920646,-0.444195,-2.372987,6.603056,-4.049731,1.400647,8.466245,10.492347,2.024355,8.909623,6.810144,-7.858474,-9.630009,1.271249,2.600844,7.896843,-9.037583,-4.784080,2.368635,4.320245,-0.620194
resume_0884,-8.168224,-0.186252,5.466401,-7.338868,-8.188308,0.284175,-0.175622,-0.055118,6.016209,2.691739,-0.085256,1.861385,-7.207800,-8.610760,8.209251,-0.211409,2.284336,-3.848374,-1.784435,-4.383738,-5.617814,-9.203709,6.212490,7.181648
resume_0885,5.948006,-2.474713,4.852229,3.759330,-1.409558,2.871038,-6.224809,6.644030,-8.640334,-4.228399,0.984170,-6.426289,-6.659021,5.334728,0.346076,-6.955864,0.871195,3.971659,-5.948068,6.225846,-9.623830,-0.803842,1.648329,7.652479
resume_0886,4.350096,4.309185,1.762239,8.959447,-4.784289,-5.990272,6.093972,-7.077590,4.259054,1.772561,-2.837763,-1.163544,1.329150,8.408789,-5.905053,1.653995,-5.713900,-9.427084,-9.002170,-7.472592,-2.681736,3.918428,-8.924467,6.611819
resume_0887,-7.625897,-7.788248,8.840029,2.679696,-8.715751,2.999340,-8.298017,-6.252087,1.537772,-3.986840,-1.706987,4.615241,-1.075586,4.332765,3.370879,-5.836504,-0.875398,3.314375,1.959697,-0.688073,8.275656,7.169988,-0.514319,8.598035
resume_0888,-2.265166,6.899158,-6.974825,-1.282517,-2.306028,-1.665718,8.442265,-1.690035,-8.169895,1.988012,1.744349,-3.134790,5.799149,-0.463768,-2.213606,8.526368,-1.980464,5.764731,2.366512,1.438521,9.355139,8.620285,-8.616968,2.330579
resume_0889,6.358508,-4.311087,4.649876,3.347713,-1.311529,2.476405,-7.283870,5.179801,-9.399575,-5.342929,1.977562,-6.572165,-6.852969,4.546010,-0.619330,-7.208756,0.243008,4.981809,-6.386348,6.853789,-9.749116,0.169079,1.451338,7.910607
resume_0890,11.246916,6.651902,-5.161700,10.692877,-2.204309,9.776048,-5.773523,-3.828988,9.255602,-7.409732,1.341233,-2.773551,8.807290,-7.379028,-7.963726,0.286711,4.240644,-6.468594,2.294876,-1.064723,4.559611,-0.325443,-4.379289,0.774997
resume_0891,9.396497,6.803570,-6.545203,8.772821,-1.604908,8.688268,-5.414213,-3.787091,8.525264,-7.525032,1.443669,-2.717398,5.445442,-8.175204,-8.247205,0.267033,5.257763,-7.533859,1.333705,-1.709829,5.103718,-1.019767,-4.811592,-0.231441
resume_0892,-8.175722,-0.348913,4.735299,-7.822268,-7.906583,1.996728,-0.864539,-0.113100,5.803369,3.395375,-0.317834,1.978036,-6.809303,-8.287801,9.830020,0.714055,1.413815,-5.994078,-1.599891,-4.301713,-6.446217,-10.904310,6.896423,7.478785
resume_0893,8.988123,6.569657,8.310037,-8.674838,-1.179899,7.814094,0.908713,-7.123904,0.869730,8.143307,9.786142,-7.745478,0.059077,-4.219125,-4.575493,1.612849,-6.992971,8.309883,6.067787,-4.972926,-6.048787,-5.528971,1.969689,5.721098
resume_0894,-7.487113,8.374446,-3.048598,7.516099,-2.632309,-3.831057,5.146390,-3.715826,0.766981,8.623214,10.000482,2.496496,7.970457,7.505520,-6.320895,-8.014488,0.583999,3.787039,7.225610,-8.948479,-6.270697,2.738011,5.229275,-1.193502
resume_0895,-9.042539,-8.972306,7.350517,3.603212,-7.451323,3.997775,-5.850492,-5.601364,1.694383,-3.264728,-2.536415,2.981213,-1.306313,3.612146,3.530745,-5.505748,-1.018648,3.102384,2.829150,-0.963072,9.861310,6.643708,-0.627475,8.323736
resume_0896,-7.489386,8.337014,-2.588067,6.359005,-2.199673,-3.559267,6.197506,-3.670048,0.856995,8.772326,10.293482,2.482084,7.096541,8.186616,-7.013882,-8.154765,0.085662,3.262260,7.012588,-8.438483,-5.821130,3.330400,4.212228,-1.284281
resume_0897,-6.574592,8.998893,-3.326737,6.036041,-2.286971,-4.204158,6.037331,-4.972429,1.824321,9.719581,10.738316,1.507995,6.992335,6.612812,-7.082405,-9.081706,0.535257,3.668070,5.752387,-7.988171,-4.757460,2.420285,4.087587,-0.581359
resume_0898,8.675320,7.248030,8.353720,-7.920720,-1.135984,7.305002,1.415072,-6.279058,2.795640,7.493625,9.101376,-7.655529,0.338216,-2.592602,-5.266424,1.965575,-6.848292,8.641414,5.477939,-2.275133,-7.506052,-5.207428,2.378430,6.634275
resume_0899,-0.932508,7.762624,-7.464528,0.144503,-2.254536,-1.455077,7.684239,-2.226681,-7.795539,1.277077,2.665350,-1.891679,6.366344,0.026620,-1.006415,7.259714,-1.710923,5.984987,1.834992,0.372135,8.897341,7.889672,-9.991218,2.378580
resume_0900,-8.210643,-0.554650,5.137053,-7.265070,-7.503823,1.115105,-0.812680,-0.264804,5.552968,2.898263,0.252363,1.341676,-7.433859,-8.033297,9.017812,0.281618,3.375706,-5.922609,-2.536237,-4.357044,-4.792724,-8.472407,6.722831,8.580578
resume_0901,9.598646,7.303660,-5.727059,9.323044,-1.083878,8.775887,-5.896508,-3.649646,9.126433,-6.980084,0.535835,-2.624122,7.527469,-8.066639,-7.970509,1.672054,5.275104,-7.818386,1.944413,-2.432198,4.604076,-0.508163,-4.300647,0.546013
resume_0902,7.538561,7.146643,7.888454,-8.390993,-0.313394,8.197150,2.038759,-6.563515,1.438353,8.845200,8.865735,-8.341736,0.390760,-3.004861,-5.102672,2.394805,-7.442846,7.712904,5.728958,-2.116425,-6.693814,-5.451916,2.301532,5.995000
resume_0903,5.233760,-3.344244,4.455382,1.974283,-1.522013,2.604838,-5.677882,4.902927,-9.857972,-5.431926,0.690847,-7.830300,-6.490465,5.552860,-0.270716,-7.875357,1.387096,3.798772,-5.386143,6.013166,-9.402668,-1.784447,2.152666,8.445469
resume_0904,10.072471,5.803576,-5.463446,8.894368,-1.885820,8.404748,-5.437361,-3.944915,9.454534,-8.061649,0.637830,-3.999252,7.131724,-8.437096,-7.370051,0.315393,5.263331,-7.563668,2.925557,-1.169392,4.689746,-0.688376,-3.526882,0.100326
resume_0905,5.728382,-4.207372,3.416731,3.257572,-1.665822,1.819495,-8.156044,5.786825,-9.306095,-3.925523,-0.401335,-6.135452,-7.091988,4.741877,-0.881071,-8.487357,0.959800,5.034101,-6.869142,5.877580,-10.165284,-1.395032,0.997494,8.253958
resume_0906,-7.221812,-1.514180,5.535114,-7.521650,-7.916836,1.478053,-0.024761,-0.055333,5.387636,4.556189,-0.807752,1.628094,-6.710332,-8.306416,8.695227,0.349538,2.104102,-5.888822,-2.247022,-3.526453,-5.238850,-9.039470,6.352462,8.193095
resume_0907,-3.385213,7.966431,-7.427749,-1.656274,-2.039895,-1.548942,7.354730,-1.654311,-8.537192,1.795101,2.328657,-1.484407,6.822543,-0.487299,-2.037084,6.993654,-2.387160,6.084883,3.402480,0.027527,9.298756,7.705059,-9.079279,2.401091
resume_0908,-7.197282,-8.685047,9.077493,2.599821,-7.918264,3.730978,-7.223564,-6.080464,0.760541,-4.158725,-2.788789,4.317705,-1.664347,3.761345,3.293491,-5.249670,-1.109012,3.728482,1.114236,-0.145080,9.114202,5.997149,0.279310,8.623494
resume_0909,10.407072,6.103373,-6.037289,9.218746,-1.002931,8.899862,-4.230045,-4.148361,9.322900,-6.617769,0.974135,-4.072888,7.174344,-8.219894,-8.212694,0.809220,5.984471,-6.309712,1.457847,-1.957724,4.757239,0.349419,-5.322590,-0.140305
resume_0910,-1.474418,8.019163,-7.311315,-1.730689,-3.170973,-1.968391,8.491810,-1.259843,-8.747593,2.902995,1.413577,-2.305669,6.626087,1.215507,-1.510465,7.802377,-2.163431,5.465266,2.017350,0.870864,9.930061,8.355754,-9.049972,1.275309
resume_0911,5.738010,4.404441,1.830871,8.374409,-4.572099,-6.839771,7.271090,-7.142847,4.728176,1.602548,-2.338549,-3.284961,1.132178,7.023186,-6.965926,0.257319,-3.589950,-6.750838,-8.660360,-6.990734,-3.727542,3.781869,-7.977655,5.828757
resume_0912,-9.016415,-1.680701,5.700235,-7.565424,-8.660935,1.682139,-0.002100,-0.244930,5.342636,4.178973,1.016427,2.565842,-7.670454,-6.950355,8.343477,-0.977836,2.563212,-5.527192,-2.863621,-5.294454,-5.154480,-9.133889,6.186106,7.807734
resume_0913,5.061035,5.022883,2.287130,8.121846,-4.449915,-5.169843,6.548311,-6.278548,3.564913,2.073220,-1.075784,-2.558501,-0.070890,6.880980,-6.096869,-0.929052,-4.524348,-7.604406,-9.916646,-7.096023,-3.112749,3.630507,-8.096284,7.778769
resume_0914,9.132648,6.534872,9.094591,-8.374401,-0.791449,6.919444,2.599825,-6.599655,0.244429,8.056106,9.301939,-9.153571,-0.625046,-4.757012,-5.465077,1.114966,-6.430613,7.827480,4.923972,-2.804228,-7.421513,-5.547786,2.665771,5.409891
resume_0915,-7.875361,9.835933,-2.870577,7.109323,-1.866280,-1.839906,6.623091,-4.353399,0.971275,8.024296,9.781459,2.708218,7.025618,7.141510,-7.443159,-7.044927,0.300885,3.450048,7.532971,-8.046773,-4.854465,1.999764,4.659177,0.550746
resume_0916,5.508372,4.361852,2.754259,8.407818,-4.936453,-6.108168,5.098022,-5.864963,4.345397,1.730140,-1.760042,-2.645759,1.708944,7.888818,-5.477830,0.205292,-6.108504,-7.714011,-9.795530,-8.896784,-3.088638,5.692771,-7.725607,6.715224
resume_0917,11.632775,6.057537,-6.211802,9.917486,-3.152193,8.549777,-5.922038,-2.880900,8.506462,-7.327957,0.031248,-3.721607,7.666091,-8.570170,-6.749532,-0.120590,5.619287,-5.962776,1.798426,-0.032308,5.207562,-0.875740,-5.372984,-0.679453
resume_0918,-7.116915,-9.162364,8.686389,2.442829,-7.729737,3.211382,-7.789662,-6.230418,2.277987,-4.176790,-3.439373,5.083842,-1.375926,5.136061,4.101209,-5.683383,-0.390005,3.831963,1.034745,-0.202331,9.425808,6.378338,-0.328679,8.340026
resume_0919,10.542294,7.948801,-4.608607,9.593264,-2.295499,9.204725,-5.631581,-3.777895,9.215461,-5.802359,-0.561810,-2.425101,6.944324,-8.374568,-7.346756,1.087437,4.439532,-8.494589,1.331971,-2.598436,5.502410,-0.087722,-5.241549,0.912791
resume_0920,-1.586338,6.570918,-7.867917,-1.249926,-2.115690,-0.873821,7.776029,-0.966799,-8.676852,2.862282,2.137793,-2.777208,6.049626,-0.257112,-1.343424,8.483707,-1.939671,5.348292,2.693275,0.467598,9.617161,9.240520,-10.066628,3.414355
resume_0921,-1.896514,7.450765,-8.015179,-1.877202,-3.298430,-0.898012,8.422018,-3.340675,-7.608524,2.267756,2.071084,-2.907060,6.550042,-0.282951,-2.987014,6.884530,-2.501705,5.404855,2.169088,1.614581,10.070896,8.418585,-9.495458,3.522538
resume_0922,-6.548738,10.059523,-3.621840,6.568946,-1.882362,-3.516487,6.739837,-4.287221,1.400333,9.364430,10.433799,2.808444,7.611158,6.789217,-7.145845,-8.534297,-0.126253,2.756263,6.703131,-8.209592,-4.370624,2.299269,4.354896,0.081425
resume_0923,-7.940559,9.578185,-2.152928,6.404313,-1.420327,-3.553851,6.153062,-4.163838,0.003765,8.626471,9.756075,2.765939,9.798646,7.508551,-7.184726,-7.882380,0.201753,2.248221,7.071853,-9.024422,-5.924154,2.995222,3.888665,-1.337833
resume_0924,9.030426,6.945757,8.734883,-8.847968,0.177630,6.114322,1.837042,-7.317131,2.217094,7.583548,9.794528,-9.294250,0.044698,-2.899322,-5.991325,1.866839,-7.360264,8.308740,5.339406,-3.307910,-7.357542,-5.558088,1.841277,5.316337
resume_0925,5.287949,5.004279,2.299092,8.846856,-4.465864,-5.957735,6.636298,-6.581442,3.988700,2.152852,-1.625252,-2.762248,0.573154,8.162396,-5.710773,0.955743,-4.553694,-8.715397,-9.785738,-7.510511,-3.827471,4.163067,-7.498395,6.802382
resume_0926,8.779951,8.276066,7.627353,-8.169736,-1.837283,7.561070,1.846387,-6.527759,2.188015,7.632880,8.727469,-7.844290,-1.008688,-3.211621,-4.194724,1.032140,-7.116938,7.493603,5.997406,-3.005865,-5.841732,-5.005404,1.709302,4.711595
resume_0927,5.231582,5.695203,0.858735,9.300438,-3.995408,-5.947300,5.093224,-6.419007,2.916339,1.629487,-2.967546,-2.600647,0.221948,8.204711,-5.538459,0.051199,-4.726398,-8.338975,-8.547511,-7.497023,-3.774372,4.419975,-7.422656,6.247175
resume_0928,5.970510,-2.792356,4.708026,4.025597,-1.944796,1.170335,-7.518441,5.934176,-8.425120,-4.128238,1.844250,-6.342025,-6.522661,5.607375,-0.708833,-8.436141,0.783588,3.472557,-5.919362,6.745114,-8.752514,0.402017,0.870298,8.498300
resume_0929,-1.980980,8.321612,-7.499072,-1.571063,-2.693529,-2.651231,8.142283,-2.776175,-7.873152,2.578503,2.279307,-2.215568,5.310479,-0.093461,-2.190859,6.433480,-3.168989,4.719137,2.433888,0.487798,9.836773,8.369473,-9.197140,2.107757
resume_0930,-2.168149,8.156887,-6.467491,-2.742440,-3.382448,-0.780854,7.525462,-1.045048,-7.877075,2.737494,2.207238,-2.376546,7.805254,-0.170868,-1.570738,7.436798,-2.519326,6.625003,2.526427,1.655926,9.239444,8.893201,-9.168903,2.356516
resume_0931,-6.896986,9.049373,-2.670304,7.001053,-1.715346,-2.903615,6.558668,-3.268252,0.814123,8.679220,10.112885,3.110646,8.292273,6.095996,-6.899713,-8.911593,0.040393,3.327488,7.895039,-9.243194,-5.649271,1.895764,4.371308,0.160252
resume_0932,-8.133403,-8.324992,8.600157,2.914573,-6.446415,2.677978,-7.629646,-5.558292,0.628610,-3.575953,-3.529629,5.251546,-2.556140,4.737304,4.343213,-6.623629,-0.885228,2.983262,0.324030,-1.155843,9.441544,6.880528,0.009663,7.762454
resume_0933,-1.761146,8.020190,-8.642947,-1.842904,-3.238866,-1.550583,7.830993,-0.650784,-7.697476,2.917791,1.632068,-2.777195,6.332770,0.555875,-1.536748,8.236565,-2.496301,5.309792,2.734356,0.394852,8.275265,8.245824,-9.693481,2.698206
resume_0934,9.876837,7.397503,-5.221483,9.372678,-1.811084,7.853715,-4.755142,-3.985100,8.953276,-7.011649,-0.461819,-2.627450,6.519913,-8.880257,-7.464320,-0.606552,4.724526,-7.766000,2.282145,-2.394420,3.818827,-0.451703,-5.430219,0.747063
resume_0935,5.880035,-3.574419,4.914136,3.929948,-2.861718,2.176623,-6.509984,5.434622,-10.059709,-5.643706,1.809756,-6.904107,-6.607858,5.667529,-0.835581,-8.641483,1.747385,4.332962,-4.908445,6.853268,-9.905445,-1.306539,1.483154,8.646652
resume_0936,6.418342,5.186246,0.661114,8.240702,-4.048870,-5.629211,6.902151,-7.288027,3.756304,2.473762,-1.704017,-2.803501,0.835030,8.635215,-5.546644,-0.035425,-5.596199,-7.294460,-9.696242,-6.857414,-3.299774,4.555891,-8.280584,7.201199
resume_0937,8.576222,6.149540,8.981020,-8.296756,-0.413548,7.640445,2.208174,-6.919940,0.730178,8.336507,8.535353,-8.132624,-0.186659,-4.513561,-5.640430,3.208006,-7.774284,7.561934,5.781836,-2.482591,-5.537246,-4.434686,1.494206,5.751732
resume_0938,-1.973930,7.511282,-6.980567,-1.187130,-3.090277,-1.344264,7.319077,-1.754555,-8.479131,2.919622,2.118142,-1.485768,6.302909,-0.797030,-1.770244,8.401970,-3.120462,4.537967,1.644734,1.055123,8.386556,7.610146,-9.655868,1.660361
resume_0939,5.501431,5.157714,2.326809,8.536267,-4.411488,-5.474899,6.141503,-7.121642,2.976650,1.343667,-3.045786,-1.690945,2.286010,7.147766,-5.646353,0.097213,-4.740057,-8.874376,-10.456857,-7.740046,-3.293493,5.337428,-7.747155,7.098515
resume_0940,8.872572,6.451371,-6.040013,10.444809,-2.018672,9.293652,-5.329794,-3.971798,9.155949,-6.988834,0.022206,-1.657681,7.999669,-8.498305,-8.122418,1.260782,4.969528,-7.413174,0.982728,-1.780635,5.071648,-1.831665,-4.113555,-1.056929
resume_0941,-2.406176,6.937227,-7.899595,-1.831936,-2.065854,-1.757207,9.130323,-2.386263,-8.740227,2.414747,2.193723,-2.202913,6.573812,-0.395203,-1.398968,6.575068,-2.582705,5.112446,2.343767,0.134257,9.915495,9.820899,-9.533139,2.519282
resume_0942,-7.074478,8.393511,-3.193566,6.167062,-2.911892,-3.349583,6.985917,-4.952257,-0.234180,7.939782,9.873644,2.881960,8.504111,8.177467,-7.708309,-7.969097,-0.233010,2.451791,7.040410,-8.898931,-5.102252,3.625312,4.300781,-0.822006
resume_0943,9.987016,6.841823,-5.969595,10.077783,-1.972644,8.813906,-5.478039,-3.705443,7.979289,-6.028931,1.049815,-4.016884,8.128083,-9.133578,-8.515974,-0.952803,6.059440,-7.313524,2.283537,-2.004783,5.919536,-0.317033,-3.821728,0.170897
resume_0944,5.484745,4.301164,2.564206,7.761999,-3.546723,-5.769866,5.664047,-5.993090,3.839941,2.167144,-1.648008,-2.762047,0.928632,7.458171,-7.091821,0.362426,-6.372630,-6.979824,-9.772129,-6.406355,-3.882058,3.497795,-8.213043,8.026122
resume_0945,-2.015686,7.543797,-7.825356,-1.998205,-3.184199,-1.497101,8.119278,-1.240417,-8.611234,2.409742,1.526825,-1.994743,6.842147,-0.746653,-1.774243,6.807547,-2.008369,4.679166,3.556047,0.508282,9.102692,8.038339,-10.202052,2.874309
resume_0946,-7.614724,-0.918713,4.554304,-8.528906,-9.344106,1.208821,-1.072907,-0.076322,4.286188,3.790262,-1.024593,2.341906,-6.707342,-8.321241,8.263046,-0.020316,0.899639,-6.472530,-2.706323,-4.015675,-6.838516,-9.671678,5.960117,7.499017
resume_0947,-7.272844,-0.674758,4.353396,-7.548767,-8.561416,2.194753,-1.670990,-1.780887,6.929710,3.424926,0.226043,1.115614,-6.725439,-7.726218,9.018750,-1.130602,1.022489,-6.029625,-3.052464,-4.205771,-5.477990,-9.139210,5.860107,7.107440
resume_0948,9.990715,8.121866,-5.723307,10.512177,-1.243568,8.952256,-5.599191,-4.583869,10.603923,-6.484085,0.798339,-2.474097,8.635839,-8.667900,-8.206823,0.149239,4.705473,-7.728645,1.930870,-0.919898,5.069761,-0.879932,-4.665828,-0.368890
resume_0949,-8.813665,8.950620,-2.206706,6.067900,-2.496494,-3.081543,7.546575,-3.596643,0.885113,8.419518,10.627048,2.528473,7.886981,7.349487,-7.236004,-8.621223,-0.946532,3.675487,7.947806,-8.677545,-6.447612,2.652205,4.661058,-0.687573
resume_0950,10.684118,6.252558,-5.345776,9.223368,-1.777597,8.324501,-6.089745,-3.615352,9.772534,-7.492843,0.235984,-3.563480,7.086614,-8.728491,-7.738004,0.380859,5.400817,-9.002848,3.749811,-1.879211,4.848843,-0.145016,-5.482897,0.296292
resume_0951,-7.591259,-8.686189,8.190156,2.782338,-7.523912,3.028046,-7.483200,-6.004590,1.036003,-3.679652,-3.515766,3.203524,-2.068563,4.160552,3.713443,-6.864610,-1.055969,3.392114,2.043701,-0.838347,9.788360,7.926802,-0.738254,7.513523
resume_0952,9.811336,7.069848,-5.351846,9.485067,-1.796927,8.303127,-5.107928,-4.787901,9.368799,-6.962930,0.820747,-3.371607,7.155336,-8.443861,-7.754251,-0.543302,4.049421,-7.000797,2.170695,-1.841417,5.261221,-0.697931,-5.342124,0.441636
resume_0953,-8.019155,-0.987114,4.884192,-8.387218,-8.269578,1.878530,0.350833,-1.691350,6.192550,4.858158,-0.324820,2.379108,-8.282429,-6.772824,8.400331,-1.597653,2.027410,-5.641487,-1.814963,-5.357156,-5.326748,-8.618945,6.713082,6.685148
resume_0954,5.485696,-3.877375,3.950055,3.707062,-1.216674,2.027301,-7.037185,5.800944,-9.565584,-5.246889,1.179541,-6.906371,-7.577524,5.115308,0.387190,-8.471005,-1.005581,5.046963,-6.540122,6.886648,-10.157078,-1.054944,0.833803,7.759974
resume_0955,-6.608433,-8.117818,8.603252,2.080225,-7.601369,3.928644,-7.398878,-6.218045,0.796903,-3.072043,-2.927697,3.793590,-1.984995,4.354395,3.936455,-5.932369,-0.437478,4.118137,1.072002,-0.377037,10.469807,6.879915,0.344768,7.972117
resume_0956,9.973391,7.370931,-5.645905,9.349845,-1.492431,8.781584,-5.253527,-4.042086,8.314162,-7.104465,0.240714,-2.580955,6.974829,-8.069388,-7.706585,0.159032,6.770716,-7.769011,2.226060,-2.094703,5.231848,-0.328637,-4.638188,0.860274
resume_0957,10.305226,7.738155,7.623344,-9.447237,-0.285377,7.315856,1.329298,-6.373715,1.784133,6.862484,9.729428,-7.636237,-0.210905,-3.057838,-4.249129,2.998538,-6.587443,8.315199,6.269110,-2.496930,-6.933559,-4.775276,1.065838,4.155051
resume_0958,9.188578,7.225988,-4.465961,11.014220,-1.709053,8.413447,-4.592743,-3.615256,8.038597,-7.727808,0.010576,-3.601202,6.502654,-7.414261,-8.564421,-0.590138,4.934757,-7.397903,1.620610,-3.480310,3.799902,-0.771630,-4.141335,-0.022927
resume_0959,6.516558,-3.773075,3.970695,3.676231,-1.425632,1.675383,-6.380258,6.336881,-8.666872,-4.055090,1.619366,-6.002783,-6.458666,5.396813,0.230554,-7.520179,1.274920,4.035412,-6.049277,5.798217,-10.812381,-1.001879,1.391723,8.015289
resume_0960,6.332140,-3.295775,4.456106,4.201692,-2.521562,2.359469,-7.224320,6.050955,-8.781744,-3.858565,0.482302,-6.334708,-7.079022,4.226752,0.176932,-8.527737,0.978316,4.792984,-6.726755,8.009267,-8.712217,-1.522700,1.895205,7.680351
resume_0961,-6.772090,8.961761,-2.884719,5.624750,-2.660897,-3.509989,5.862075,-4.485709,0.464354,8.714117,9.152470,2.205255,7.461850,7.741357,-7.695145,-8.346000,-0.031826,2.825057,6.723854,-7.847357,-5.684437,2.957158,5.630519,-1.544199
resume_0962,-7.074360,-0.985691,5.867448,-8.206598,-7.400162,0.548649,-0.748184,0.533571,5.429891,3.388070,0.452652,2.011709,-8.712406,-8.646230,9.488830,-0.290835,1.813459,-5.741030,-3.003177,-4.036590,-4.359108,-8.257925,6.646416,7.844971
resume_0963,-3.308117,8.472884,-7.543536,-1.645802,-2.892597,-1.934719,8.415960,-1.204618,-8.060457,3.222930,1.323949,-2.743100,6.604432,-0.496613,-1.632261,8.195870,-2.434451,4.592028,1.765859,-0.401642,8.686054,8.385284,-8.727406,1.745855
resume_0964,6.053404,-2.569249,4.813565,3.557681,-1.207657,2.461410,-7.064245,6.429689,-9.222511,-3.610003,1.123790,-6.065964,-7.268366,6.158821,-0.122190,-7.474068,1.863790,4.495776,-5.644396,6.538126,-9.171963,-1.532440,0.620846,8.152252
resume_0965,9.406757,8.664613,-5.959727,10.016696,-2.221038,9.011597,-5.192192,-3.950035,8.962317,-6.839813,0.828222,-2.754084,7.568122,-8.179854,-7.340142,-0.013353,5.577645,-6.779568,2.915145,-2.857946,4.047903,-0.432477,-4.458977,2.350625
resume_0966,5.895865,-3.177781,4.605155,3.722352,-1.550262,1.724984,-7.227417,4.793373,-9.668995,-4.740472,1.228141,-7.227050,-5.732508,5.712669,-0.254808,-8.724033,0.929461,3.919740,-7.086317,6.802559,-10.046288,0.203378,1.426506,7.691145
resume_0967,-6.880793,10.148073,-2.321593,4.825607,-2.340012,-3.552364,7.390858,-3.923156,0.573317,8.004811,9.676621,1.421615,7.805839,6.153607,-7.288499,-8.933354,-0.526309,2.618669,7.759609,-8.349112,-5.423563,2.984132,4.343186,0.113838
resume_0968,-7.926811,-7.924632,8.676501,1.443174,-6.799856,3.564597,-7.693657,-6.166099,1.689632,-2.587228,-3.121694,5.272534,-1.208068,4.159567,2.802889,-6.130673,0.295560,3.023100,1.781641,-0.724089,11.219768,7.345004,0.351710,8.095926
resume_0969,-8.714569,-0.415895,4.667019,-8.469587,-7.453552,1.931171,-0.722989,-1.442720,5.390168,3.534233,0.161981,1.742615,-6.857802,-8.894562,7.114737,-0.326599,2.445046,-5.498868,-2.738830,-4.717905,-5.450430,-8.726300,6.557913,6.731558
