timestamp;process;event_type;details
2026-03-02T20:51:24;bash;login;user=user_9320 ip=10.0.225.63
2026-03-02T20:51:26;sshd;exec;cmd=/usr/bin/python3 pid=45720
2026-03-02T20:51:28;nginx;exec;cmd=/usr/bin/python3 pid=12039
2026-03-02T20:51:31;postgres;net_conn;dst=192.168.29.131:15190 proto=udp
2026-03-02T20:51:32;backup-agent;logout;user=user_3220 ip=10.0.164.65
2026-03-02T20:51:35;python3;exec;cmd=/usr/bin/rsync pid=21770
2026-03-02T20:51:36;nginx;file_write;path=/var/log/auth.log pid=5554
2026-03-02T20:51:38;nginx;file_write;path=/home/user/report.txt pid=2237
2026-03-02T20:51:41;python3;login;user=user_2828 ip=10.0.101.174
2026-03-02T20:51:42;postgres;file_read;path=/etc/hosts pid=15210
2026-03-02T20:51:45;bash;file_read;path=/opt/app/config.yml pid=43386
2026-03-02T20:51:47;nginx;logout;user=user_5953 ip=10.0.66.102
2026-03-02T20:51:50;systemd;net_conn;dst=192.168.158.53:13387 proto=udp
2026-03-02T20:51:53;postgres;logout;user=user_5030 ip=10.0.59.58
2026-03-02T20:51:55;cron;file_write;path=/var/log/syslog pid=7820
2026-03-02T20:51:57;bash;file_write;path=/var/log/syslog pid=24377
2026-03-02T20:51:59;postgres;net_conn;dst=192.168.208.26:4284 proto=udp
2026-03-02T20:52:02;postgres;exec;cmd=/usr/sbin/logrotate pid=14912
2026-03-02T20:52:03;nginx;net_conn;dst=192.168.42.52:64716 proto=tcp
2026-03-02T20:52:06;python3;net_conn;dst=192.168.48.203:37619 proto=udp
2026-03-02T20:52:08;systemd;file_read;path=/opt/app/config.yml pid=26772
2026-03-02T20:52:11;sshd;net_conn;dst=192.168.58.38:12570 proto=tcp
2026-03-02T20:52:13;systemd;login;user=user_6095 ip=10.0.216.23
2026-03-02T20:52:16;bash;exec;cmd=/usr/bin/top pid=11939
2026-03-02T20:52:17;bash;login;user=user_7060 ip=10.0.7.236
2026-03-02T20:52:19;cron;net_conn;dst=192.168.129.147:50273 proto=udp
2026-03-02T20:52:22;backup-agent;file_write;path=/etc/hosts pid=6431
2026-03-02T20:52:23;systemd;file_write;path=/var/log/auth.log pid=19836
2026-03-02T20:52:25;bash;logout;user=user_0196 ip=10.0.213.208
2026-03-02T20:52:28;backup-agent;logout;user=user_0043 ip=10.0.178.222
2026-03-02T20:52:29;python3;login;user=user_6888 ip=10.0.86.5
2026-03-02T20:52:30;cron;exec;cmd=/usr/bin/ps pid=35477
2026-03-02T20:52:33;nginx;login;user=user_9737 ip=10.0.210.79
2026-03-02T20:52:35;sshd;file_write;path=/etc/hosts pid=57760
2026-03-02T20:52:38;python3;file_read;path=/etc/hosts pid=19696
2026-03-02T20:52:41;bash;net_conn;dst=192.168.95.121:33984 proto=udp
2026-03-02T20:52:43;python3;exec;cmd=/usr/bin/top pid=40004
2026-03-02T20:52:46;systemd;logout;user=user_0943 ip=10.0.69.48
2026-03-02T20:52:48;nginx;exec;cmd=/usr/bin/ps pid=50847
2026-03-02T20:52:51;backup-agent;exec;cmd=/usr/bin/rsync pid=53107
2026-03-02T20:52:53;postgres;net_conn;dst=192.168.70.195:31171 proto=udp
2026-03-02T20:52:55;bash;logout;user=user_5190 ip=10.0.40.248
2026-03-02T20:52:58;nginx;logout;user=user_5403 ip=10.0.78.194
2026-03-02T20:53:01;sshd;logout;user=user_0218 ip=10.0.122.220
2026-03-02T20:53:03;sshd;login;user=user_5452 ip=10.0.57.95
2026-03-02T20:53:05;cron;file_write;path=/etc/hosts pid=35486
2026-03-02T20:53:06;backup-agent;file_read;path=/var/log/auth.log pid=32615
2026-03-02T20:53:08;postgres;login;user=user_8418 ip=10.0.154.23
2026-03-02T20:53:10;python3;exec;cmd=/usr/bin/ps pid=15411
2026-03-02T20:53:13;python3;logout;user=user_2006 ip=10.0.99.65
2026-03-02T20:53:15;postgres;login;user=user_3852 ip=10.0.147.184
2026-03-02T20:53:18;systemd;file_read;path=/var/log/auth.log pid=47532
2026-03-02T20:53:21;cron;file_write;path=/home/user/report.txt pid=3369
2026-03-02T20:53:22;systemd;file_read;path=/etc/hosts pid=28179
2026-03-02T20:53:23;bash;file_read;path=/var/log/auth.log pid=5640
2026-03-02T20:53:24;nginx;net_conn;dst=192.168.105.23:19340 proto=tcp
2026-03-02T20:53:27;systemd;file_write;path=/var/log/auth.log pid=6617
2026-03-02T20:53:30;postgres;exec;cmd=/usr/bin/ps pid=37751
2026-03-02T20:53:32;python3;exec;cmd=/usr/bin/ps pid=26995
2026-03-02T20:53:34;cron;file_read;path=/home/user/report.txt pid=14850
2026-03-02T20:53:36;cron;file_write;path=/var/log/auth.log pid=31046
2026-03-02T20:53:37;postgres;login;user=user_0843 ip=10.0.154.174
2026-03-02T20:53:40;nginx;exec;cmd=/usr/bin/ls pid=22869
2026-03-02T20:53:42;nginx;login;user=user_3203 ip=10.0.3.117
2026-03-02T20:53:44;bash;exec;cmd=/usr/sbin/logrotate pid=4831
2026-03-02T20:53:45;backup-agent;exec;cmd=/usr/sbin/logrotate pid=12845
2026-03-02T20:53:46;systemd;exec;cmd=/usr/bin/ps pid=20280
2026-03-02T20:53:47;backup-agent;file_read;path=/etc/hosts pid=32535
2026-03-02T20:53:48;systemd;exec;cmd=/usr/bin/ps pid=32765
2026-03-02T20:53:51;python3;net_conn;dst=192.168.105.248:37635 proto=tcp
2026-03-02T20:53:52;sshd;exec;cmd=/usr/sbin/logrotate pid=33743
2026-03-02T20:53:55;systemd;file_read;path=/var/log/syslog pid=42320
2026-03-02T20:53:56;bash;file_write;path=/var/log/syslog pid=16022
2026-03-02T20:53:57;sshd;net_conn;dst=192.168.160.1:59948 proto=udp
2026-03-02T20:53:59;backup-agent;login;user=user_7034 ip=10.0.92.96
2026-03-02T20:54:00;postgres;net_conn;dst=192.168.144.117:3270 proto=udp
2026-03-02T20:54:02;cron;file_write;path=/tmp/cache.db pid=38638
2026-03-02T20:54:05;cron;login;user=user_5320 ip=10.0.10.194
2026-03-02T20:54:06;sshd;login;user=user_9100 ip=10.0.229.191
2026-03-02T20:54:09;python3;logout;user=user_2589 ip=10.0.13.136
2026-03-02T20:54:10;backup-agent;logout;user=user_0651 ip=10.0.56.120
2026-03-02T20:54:12;postgres;logout;user=user_3476 ip=10.0.146.88
2026-03-02T20:54:14;python3;exec;cmd=/usr/bin/python3 pid=12098
2026-03-02T20:54:15;systemd;file_write;path=/opt/app/config.yml pid=37634
2026-03-02T20:54:16;systemd;net_conn;dst=192.168.219.168:49535 proto=udp
2026-03-02T20:54:17;sshd;exec;cmd=/usr/sbin/logrotate pid=6737
2026-03-02T20:54:20;sshd;file_write;path=/home/user/report.txt pid=2232
2026-03-02T20:54:22;nginx;exec;cmd=/usr/bin/ps pid=37732
2026-03-02T20:54:24;systemd;login;user=user_5111 ip=10.0.72.61
2026-03-02T20:54:26;bash;net_conn;dst=192.168.22.51:24150 proto=udp
2026-03-02T20:54:28;sshd;logout;user=user_8590 ip=10.0.149.39
2026-03-02T20:54:29;systemd;file_write;path=/var/log/auth.log pid=56488
2026-03-02T20:54:32;nginx;exec;cmd=/usr/bin/ps pid=3462
2026-03-02T20:54:34;postgres;exec;cmd=/usr/sbin/logrotate pid=50808
2026-03-02T20:54:36;systemd;file_write;path=/etc/hosts pid=8860
2026-03-02T20:54:38;python3;login;user=user_6279 ip=10.0.239.18
2026-03-02T20:54:41;cron;net_conn;dst=192.168.75.38:51475 proto=udp
2026-03-02T20:54:44;sshd;exec;cmd=/usr/bin/top pid=31874
2026-03-02T20:54:47;bash;file_read;path=/var/log/auth.log pid=15007
2026-03-02T20:54:49;systemd;file_write;path=/var/log/auth.log pid=58472
2026-03-02T20:54:51;postgres;file_read;path=/var/log/auth.log pid=21561
2026-03-02T20:54:52;systemd;login;user=user_5138 ip=10.0.128.249
2026-03-02T20:54:54;nginx;net_conn;dst=192.168.1.129:65303 proto=tcp
2026-03-02T20:54:57;python3;logout;user=user_7173 ip=10.0.29.49
2026-03-02T20:54:58;cron;login;user=user_9998 ip=10.0.141.184
2026-03-02T20:55:00;cron;file_write;path=/opt/app/config.yml pid=61133
2026-03-02T20:55:01;systemd;login;user=user_9141 ip=10.0.127.98
2026-03-02T20:55:04;backup-agent;login;user=user_4445 ip=10.0.133.9
2026-03-02T20:55:07;backup-agent;exec;cmd=/usr/bin/python3 pid=47389
2026-03-02T20:55:09;bash;exec;cmd=/usr/bin/ls pid=29673
2026-03-02T20:55:12;cron;net_conn;dst=192.168.146.75:52834 proto=tcp
2026-03-02T20:55:15;nginx;login;user=user_5185 ip=10.0.14.99
2026-03-02T20:55:16;nginx;login;user=user_8745 ip=10.0.202.79
2026-03-02T20:55:17;bash;exec;cmd=/usr/sbin/logrotate pid=64711
2026-03-02T20:55:20;backup-agent;net_conn;dst=192.168.244.114:10803 proto=tcp
2026-03-02T20:55:21;bash;file_read;path=/opt/app/config.yml pid=35128
2026-03-02T20:55:23;bash;logout;user=user_5069 ip=10.0.135.93
2026-03-02T20:55:26;systemd;exec;cmd=/usr/bin/top pid=4306
2026-03-02T20:55:27;bash;exec;cmd=/usr/bin/ps pid=53938
2026-03-02T20:55:28;cron;net_conn;dst=192.168.108.66:62153 proto=tcp
2026-03-02T20:55:29;bash;exec;cmd=/usr/bin/python3 pid=7869
2026-03-02T20:55:31;python3;file_write;path=/opt/app/config.yml pid=12419
2026-03-02T20:55:32;backup-agent;net_conn;dst=192.168.103.227:46020 proto=tcp
2026-03-02T20:55:34;systemd;exec;cmd=/usr/bin/ls pid=32128
2026-03-02T20:55:37;backup-agent;file_read;path=/tmp/cache.db pid=59864
2026-03-02T20:55:38;postgres;exec;cmd=/usr/bin/ps pid=15169
2026-03-02T20:55:41;bash;net_conn;dst=192.168.48.160:47203 proto=udp
2026-03-02T20:55:44;bash;file_write;path=/home/user/report.txt pid=39891
2026-03-02T20:55:46;sshd;logout;user=user_5172 ip=10.0.225.133
2026-03-02T20:55:47;python3;file_write;path=/var/log/auth.log pid=4295
2026-03-02T20:55:48;nginx;net_conn;dst=192.168.254.244:54425 proto=tcp
2026-03-02T20:55:50;python3;file_read;path=/home/user/report.txt pid=41793
2026-03-02T20:55:53;cron;exec;cmd=/usr/bin/rsync pid=3975
2026-03-02T20:55:54;python3;net_conn;dst=192.168.253.169:57913 proto=udp
2026-03-02T20:55:56;cron;exec;cmd=/usr/sbin/logrotate pid=9298
2026-03-02T20:55:59;nginx;net_conn;dst=192.168.15.219:33218 proto=tcp
2026-03-02T20:56:00;postgres;file_write;path=/tmp/cache.db pid=1267
2026-03-02T20:56:01;bash;net_conn;dst=192.168.175.82:59956 proto=tcp
2026-03-02T20:56:03;backup-agent;exec;cmd=/usr/bin/top pid=47656
2026-03-02T20:56:04;nginx;logout;user=user_4277 ip=10.0.139.39
2026-03-02T20:56:06;backup-agent;file_write;path=/home/user/report.txt pid=13504
2026-03-02T20:56:07;python3;login;user=user_7858 ip=10.0.70.51
2026-03-02T20:56:09;bash;login;user=user_5238 ip=10.0.225.62
2026-03-02T20:56:11;nginx;file_write;path=/tmp/cache.db pid=2631
2026-03-02T20:56:13;sshd;net_conn;dst=192.168.41.134:63193 proto=tcp
2026-03-02T20:56:14;bash;exec;cmd=/usr/sbin/logrotate pid=47339
2026-03-02T20:56:16;python3;net_conn;dst=192.168.88.27:52481 proto=tcp
2026-03-02T20:56:18;cron;priv_esc;target=root method=sudo
2026-03-02T20:56:20;backup-agent;login;user=user_3331 ip=10.0.16.4
2026-03-02T20:56:22;python3;exec;cmd=/usr/bin/rsync pid=12172
2026-03-02T20:56:23;nginx;file_write;path=/tmp/cache.db pid=26532
2026-03-02T20:56:24;bash;logout;user=user_1316 ip=10.0.85.219
2026-03-02T20:56:25;nginx;login;user=user_2162 ip=10.0.168.243
2026-03-02T20:56:26;cron;file_write;path=/opt/app/config.yml pid=63283
2026-03-02T20:56:28;backup-agent;exec;cmd=/usr/sbin/logrotate pid=38370
2026-03-02T20:56:30;bash;exec;cmd=/usr/bin/rsync pid=56911
2026-03-02T20:56:33;systemd;net_conn;dst=192.168.135.62:1596 proto=tcp
2026-03-02T20:56:34;cron;file_read;path=/tmp/cache.db pid=22222
2026-03-02T20:56:36;bash;exec;cmd=/usr/bin/ps pid=5120
2026-03-02T20:56:39;sshd;logout;user=user_2514 ip=10.0.190.18
2026-03-02T20:56:41;systemd;logout;user=user_4532 ip=10.0.49.223
2026-03-02T20:56:42;python3;logout;user=user_4950 ip=10.0.162.5
2026-03-02T20:56:44;bash;logout;user=user_4394 ip=10.0.222.78
2026-03-02T20:56:47;postgres;exec;cmd=/usr/bin/python3 pid=44846
2026-03-02T20:56:50;backup-agent;login;user=user_0854 ip=10.0.223.240
2026-03-02T20:56:51;backup-agent;logout;user=user_1098 ip=10.0.60.74
2026-03-02T20:56:52;python3;file_read;path=/etc/hosts pid=63784
2026-03-02T20:56:53;cron;exec;cmd=/usr/bin/top pid=9622
2026-03-02T20:56:56;postgres;exec;cmd=/usr/bin/ls pid=41089
2026-03-02T20:56:59;nginx;logout;user=user_8594 ip=10.0.244.35
2026-03-02T20:57:00;bash;net_conn;dst=192.168.132.244:29399 proto=udp
2026-03-02T20:57:01;systemd;login;user=user_7682 ip=10.0.95.37
2026-03-02T20:57:03;python3;logout;user=user_8718 ip=10.0.1.46
2026-03-02T20:57:05;systemd;file_write;path=/var/log/syslog pid=61543
2026-03-02T20:57:07;sshd;exec;cmd=/usr/bin/python3 pid=25592
2026-03-02T20:57:09;python3;exec;cmd=/usr/bin/ps pid=38319
2026-03-02T20:57:11;postgres;logout;user=user_8728 ip=10.0.9.182
2026-03-02T20:57:13;postgres;exec;cmd=/usr/bin/top pid=30041
2026-03-02T20:57:15;bash;logout;user=user_7771 ip=10.0.8.196
2026-03-02T20:57:18;cron;net_conn;dst=192.168.224.61:8175 proto=tcp
2026-03-02T20:57:20;postgres;net_conn;dst=192.168.246.230:57634 proto=udp
2026-03-02T20:57:21;sshd;net_conn;dst=192.168.118.84:30335 proto=udp
2026-03-02T20:57:22;systemd;net_conn;dst=192.168.24.35:51503 proto=tcp
2026-03-02T20:57:24;postgres;exec;cmd=/usr/bin/rsync pid=21990
2026-03-02T20:57:26;sshd;login;user=user_2277 ip=10.0.105.130
2026-03-02T20:57:27;bash;file_write;path=/opt/app/config.yml pid=21515
2026-03-02T20:57:29;sshd;file_read;path=/etc/hosts pid=54202
2026-03-02T20:57:32;systemd;login;user=user_5420 ip=10.0.47.100
2026-03-02T20:57:35;cron;exec;cmd=/usr/bin/rsync pid=9609
2026-03-02T20:57:38;bash;exec;cmd=/usr/bin/ls pid=55391
2026-03-02T20:57:40;systemd;exec;cmd=/usr/bin/ps pid=11845
2026-03-02T20:57:42;bash;net_conn;dst=192.168.115.65:49306 proto=tcp
2026-03-02T20:57:43;cron;exec;cmd=/usr/bin/python3 pid=59623
2026-03-02T20:57:44;systemd;exec;cmd=/usr/bin/python3 pid=25422
2026-03-02T20:57:47;postgres;file_write;path=/etc/hosts pid=6965
2026-03-02T20:57:48;cron;net_conn;dst=192.168.222.213:12984 proto=tcp
2026-03-02T20:57:50;sshd;logout;user=user_4523 ip=10.0.32.104
2026-03-02T20:57:52;nginx;logout;user=user_6346 ip=10.0.102.155
2026-03-02T20:57:54;nginx;exec;cmd=/usr/bin/ps pid=28472
2026-03-02T20:57:55;nginx;file_write;path=/opt/app/config.yml pid=14708
2026-03-02T20:57:58;python3;net_conn;dst=192.168.153.223:16280 proto=tcp
2026-03-02T20:58:00;sshd;file_write;path=/tmp/cache.db pid=48497
2026-03-02T20:58:01;bash;exec;cmd=/usr/bin/ps pid=23573
2026-03-02T20:58:04;cron;exec;cmd=/usr/sbin/logrotate pid=65296
2026-03-02T20:58:05;postgres;file_read;path=/etc/hosts pid=32499
2026-03-02T20:58:08;backup-agent;exec;cmd=/usr/bin/rsync pid=25132
2026-03-02T20:58:11;python3;net_conn;dst=192.168.19.140:54829 proto=udp
2026-03-02T20:58:13;python3;exec;cmd=/usr/bin/top pid=11639
2026-03-02T20:58:15;backup-agent;file_write;path=/etc/hosts pid=33951
2026-03-02T20:58:17;python3;exec;cmd=/usr/bin/python3 pid=30714
2026-03-02T20:58:19;backup-agent;net_conn;dst=192.168.136.145:8134 proto=tcp
2026-03-02T20:58:21;cron;logout;user=user_8613 ip=10.0.38.250
2026-03-02T20:58:24;bash;login;user=user_8768 ip=10.0.64.100
2026-03-02T20:58:27;nginx;exec;cmd=/usr/bin/top pid=56161
2026-03-02T20:58:28;sshd;file_read;path=/var/log/syslog pid=33322
2026-03-02T20:58:30;postgres;exec;cmd=/usr/bin/ls pid=11546
2026-03-02T20:58:31;systemd;exec;cmd=/usr/bin/ls pid=20406
2026-03-02T20:58:32;postgres;file_read;path=/tmp/cache.db pid=48428
2026-03-02T20:58:33;backup-agent;file_write;path=/var/log/syslog pid=18466
2026-03-02T20:58:36;postgres;login;user=user_2191 ip=10.0.233.21
2026-03-02T20:58:37;cron;exec;cmd=/usr/sbin/logrotate pid=26651
2026-03-02T20:58:38;python3;net_conn;dst=192.168.251.180:62355 proto=udp
2026-03-02T20:58:39;sshd;exec;cmd=/usr/bin/python3 pid=35840
2026-03-02T20:58:41;python3;exec;cmd=/usr/bin/top pid=28083
2026-03-02T20:58:42;postgres;file_write;path=/var/log/auth.log pid=58157
2026-03-02T20:58:45;systemd;exec;cmd=/usr/bin/top pid=41013
2026-03-02T20:58:46;python3;file_read;path=/tmp/cache.db pid=32996
2026-03-02T20:58:48;backup-agent;exec;cmd=/usr/bin/top pid=15850
2026-03-02T20:58:49;sshd;net_conn;dst=192.168.34.144:34540 proto=udp
2026-03-02T20:58:52;nginx;logout;user=user_1732 ip=10.0.3.69
2026-03-02T20:58:55;python3;net_conn;dst=192.168.17.56:18133 proto=udp
2026-03-02T20:58:57;systemd;exec;cmd=/usr/bin/ls pid=62364
2026-03-02T20:58:58;python3;exec;cmd=/usr/bin/python3 pid=3572
2026-03-02T20:59:00;systemd;net_conn;dst=192.168.164.201:38376 proto=tcp
2026-03-02T20:59:01;backup-agent;file_read;path=/var/log/auth.log pid=48497
2026-03-02T20:59:02;systemd;login;user=user_6489 ip=10.0.112.157
2026-03-02T20:59:03;backup-agent;file_write;path=/etc/hosts pid=24906
2026-03-02T20:59:04;postgres;file_write;path=/var/log/auth.log pid=3108
2026-03-02T20:59:06;backup-agent;logout;user=user_6056 ip=10.0.209.195
2026-03-02T20:59:09;systemd;exec;cmd=/usr/bin/ls pid=8543
2026-03-02T20:59:12;backup-agent;file_read;path=/opt/app/config.yml pid=21649
2026-03-02T20:59:13;backup-agent;file_read;path=/var/log/syslog pid=63541
2026-03-02T20:59:14;nginx;exec;cmd=/usr/bin/ls pid=28962
2026-03-02T20:59:15;cron;login;user=user_0576 ip=10.0.106.167
2026-03-02T20:59:16;postgres;exec;cmd=/usr/bin/python3 pid=32266
2026-03-02T20:59:17;backup-agent;exec;cmd=/usr/bin/top pid=27038
2026-03-02T20:59:20;postgres;net_conn;dst=192.168.59.226:43530 proto=tcp
2026-03-02T20:59:23;cron;net_conn;dst=192.168.237.122:6894 proto=udp
2026-03-02T20:59:25;bash;login;user=user_3120 ip=10.0.210.79
2026-03-02T20:59:27;postgres;file_write;path=/var/log/syslog pid=28934
2026-03-02T20:59:29;nginx;file_write;path=/etc/hosts pid=48455
2026-03-02T20:59:31;nginx;net_conn;dst=192.168.245.244:28606 proto=tcp
2026-03-02T20:59:34;python3;file_read;path=/etc/hosts pid=7039
2026-03-02T20:59:36;backup-agent;net_conn;dst=192.168.94.192:32066 proto=udp
2026-03-02T20:59:38;cron;net_conn;dst=192.168.238.209:46508 proto=tcp
2026-03-02T20:59:41;python3;file_write;path=/home/user/report.txt pid=44053
2026-03-02T20:59:42;backup-agent;file_write;path=/home/user/report.txt pid=5235
2026-03-02T20:59:43;nginx;net_conn;dst=192.168.90.167:52366 proto=tcp
2026-03-02T20:59:45;python3;exec;cmd=/usr/bin/rsync pid=23305
2026-03-02T20:59:48;bash;exec;cmd=/usr/sbin/logrotate pid=55903
2026-03-02T20:59:51;python3;logout;user=user_4664 ip=10.0.89.244
2026-03-02T20:59:53;python3;net_conn;dst=192.168.22.142:27123 proto=tcp
2026-03-02T20:59:54;backup-agent;login;user=user_7138 ip=10.0.64.220
2026-03-02T20:59:56;postgres;exec;cmd=/usr/bin/ps pid=23974
2026-03-02T20:59:58;cron;exec;cmd=/usr/bin/ps pid=13350
2026-03-02T20:59:59;cron;exec;cmd=/usr/bin/rsync pid=55948
2026-03-02T21:00:00;postgres;priv_esc;target=root method=sudo
2026-03-02T21:00:02;bash;exec;cmd=/usr/sbin/logrotate pid=2279
2026-03-02T21:00:04;cron;file_read;path=/var/log/syslog pid=13804
2026-03-02T21:00:07;postgres;file_read;path=/tmp/cache.db pid=62031
2026-03-02T21:00:10;postgres;logout;user=user_4275 ip=10.0.55.142
2026-03-02T21:00:12;backup-agent;file_read;path=/var/log/auth.log pid=38158
2026-03-02T21:00:14;nginx;file_write;path=/tmp/cache.db pid=18937
2026-03-02T21:00:15;python3;net_conn;dst=192.168.227.78:60778 proto=udp
2026-03-02T21:00:17;nginx;exec;cmd=/usr/bin/top pid=25474
2026-03-02T21:00:19;nginx;file_write;path=/home/user/report.txt pid=17466
2026-03-02T21:00:22;python3;file_read;path=/var/log/syslog pid=52869
2026-03-02T21:00:25;python3;exec;cmd=/usr/bin/ls pid=21467
2026-03-02T21:00:28;bash;file_write;path=/etc/hosts pid=2093
2026-03-02T21:00:30;python3;file_read;path=/var/log/auth.log pid=61159
2026-03-02T21:00:31;bash;exec;cmd=/usr/bin/top pid=60371
2026-03-02T21:00:33;bash;login;user=user_4210 ip=10.0.110.205
2026-03-02T21:00:35;cron;logout;user=user_5909 ip=10.0.118.24
2026-03-02T21:00:36;python3;net_conn;dst=192.168.115.78:7658 proto=udp
2026-03-02T21:00:37;python3;login;user=user_4764 ip=10.0.181.85
2026-03-02T21:00:39;cron;exec;cmd=/usr/bin/python3 pid=19149
2026-03-02T21:00:41;backup-agent;exec;cmd=/usr/bin/python3 pid=31084
2026-03-02T21:00:42;sshd;login;user=user_0921 ip=10.0.211.205
2026-03-02T21:00:45;python3;net_conn;dst=192.168.0.96:39626 proto=udp
2026-03-02T21:00:46;python3;file_write;path=/opt/app/config.yml pid=53374
2026-03-02T21:00:49;postgres;priv_esc;target=root method=su
2026-03-02T21:00:50;nginx;login;user=user_7736 ip=10.0.52.207
2026-03-02T21:00:53;python3;exec;cmd=/usr/bin/ps pid=45132
2026-03-02T21:00:54;cron;file_read;path=/home/user/report.txt pid=2385
2026-03-02T21:00:57;postgres;login;user=user_5675 ip=10.0.100.91
2026-03-02T21:00:58;postgres;file_read;path=/var/log/syslog pid=25650
2026-03-02T21:01:01;backup-agent;net_conn;dst=192.168.127.148:56743 proto=tcp
2026-03-02T21:01:02;cron;exec;cmd=/usr/bin/ls pid=13998
2026-03-02T21:01:03;python3;login;user=user_6335 ip=10.0.24.25
2026-03-02T21:01:05;python3;file_read;path=/var/log/syslog pid=3731
2026-03-02T21:01:07;nginx;exec;cmd=/usr/bin/ps pid=54936
2026-03-02T21:01:09;nginx;login;user=user_1323 ip=10.0.237.202
2026-03-02T21:01:12;systemd;file_write;path=/home/user/report.txt pid=35034
2026-03-02T21:01:14;backup-agent;logout;user=user_8269 ip=10.0.113.186
2026-03-02T21:01:17;nginx;net_conn;dst=192.168.68.68:10775 proto=tcp
2026-03-02T21:01:18;sshd;login;user=user_5032 ip=10.0.186.20
2026-03-02T21:01:20;nginx;net_conn;dst=192.168.87.246:4968 proto=udp
2026-03-02T21:01:23;backup-agent;net_conn;dst=192.168.54.179:11472 proto=udp
2026-03-02T21:01:26;cron;exec;cmd=/usr/bin/ls pid=16791
2026-03-02T21:01:28;backup-agent;priv_esc;target=root method=su
2026-03-02T21:01:31;postgres;net_conn;dst=192.168.193.192:48296 proto=tcp
2026-03-02T21:01:33;cron;file_read;path=/var/log/syslog pid=6496
2026-03-02T21:01:35;python3;file_write;path=/home/user/report.txt pid=46723
2026-03-02T21:01:37;bash;exec;cmd=/usr/bin/ps pid=29737
2026-03-02T21:01:40;bash;priv_esc;target=root method=sudo
2026-03-02T21:01:43;bash;exec;cmd=/usr/bin/ls pid=23443
2026-03-02T21:01:44;bash;file_write;path=/var/log/auth.log pid=26349
2026-03-02T21:01:46;postgres;file_write;path=/tmp/cache.db pid=18170
2026-03-02T21:01:47;nginx;login;user=user_9532 ip=10.0.3.201
2026-03-02T21:01:49;bash;file_read;path=/etc/hosts pid=45841
2026-03-02T21:01:51;python3;file_write;path=/opt/app/config.yml pid=54115
2026-03-02T21:01:52;backup-agent;file_read;path=/etc/hosts pid=65325
2026-03-02T21:01:54;nginx;file_write;path=/home/user/report.txt pid=40546
2026-03-02T21:01:55;postgres;net_conn;dst=192.168.16.216:61218 proto=udp
2026-03-02T21:01:57;sshd;exec;cmd=/usr/bin/python3 pid=37769
2026-03-02T21:01:59;backup-agent;exec;cmd=/usr/bin/rsync pid=16177
2026-03-02T21:02:02;postgres;net_conn;dst=192.168.134.55:35622 proto=tcp
2026-03-02T21:02:04;cron;net_conn;dst=192.168.52.226:64375 proto=udp
2026-03-02T21:02:05;bash;net_conn;dst=192.168.139.194:16742 proto=udp
2026-03-02T21:02:07;bash;file_write;path=/etc/hosts pid=26511
2026-03-02T21:02:09;nginx;logout;user=user_6271 ip=10.0.46.208
2026-03-02T21:02:11;python3;login;user=user_5175 ip=10.0.244.6
2026-03-02T21:02:14;sshd;login;user=user_9547 ip=10.0.239.172
2026-03-02T21:02:17;nginx;file_write;path=/tmp/cache.db pid=45799
2026-03-02T21:02:20;systemd;exec;cmd=/usr/sbin/logrotate pid=60009
2026-03-02T21:02:21;systemd;login;user=user_4819 ip=10.0.99.187
2026-03-02T21:02:24;python3;login;user=user_0928 ip=10.0.160.176
2026-03-02T21:02:26;sshd;file_read;path=/opt/app/config.yml pid=28280
2026-03-02T21:02:29;backup-agent;login;user=user_2670 ip=10.0.218.126
2026-03-02T21:02:31;backup-agent;net_conn;dst=192.168.29.124:60137 proto=udp
2026-03-02T21:02:32;nginx;exec;cmd=/usr/bin/ls pid=57865
2026-03-02T21:02:33;cron;file_read;path=/var/log/syslog pid=60204
2026-03-02T21:02:34;sshd;exec;cmd=/usr/bin/top pid=20313
2026-03-02T21:02:36;backup-agent;exec;cmd=/usr/bin/ps pid=26577
2026-03-02T21:02:37;python3;exec;cmd=/usr/sbin/logrotate pid=61278
2026-03-02T21:02:39;cron;file_write;path=/tmp/cache.db pid=31228
2026-03-02T21:02:40;sshd;net_conn;dst=192.168.25.233:33044 proto=udp
2026-03-02T21:02:41;python3;exec;cmd=/usr/bin/rsync pid=45135
2026-03-02T21:02:42;backup-agent;file_write;path=/etc/hosts pid=32940
2026-03-02T21:02:44;python3;net_conn;dst=192.168.216.98:17189 proto=udp
2026-03-02T21:02:45;cron;file_read;path=/tmp/cache.db pid=30876
2026-03-02T21:02:46;python3;logout;user=user_1167 ip=10.0.147.148
2026-03-02T21:02:47;sshd;file_read;path=/home/user/report.txt pid=23170
2026-03-02T21:02:49;sshd;login;user=user_4309 ip=10.0.244.113
2026-03-02T21:02:50;python3;logout;user=user_8400 ip=10.0.45.169
2026-03-02T21:02:53;sshd;login;user=user_6452 ip=10.0.118.80
2026-03-02T21:02:55;python3;file_read;path=/var/log/auth.log pid=12414
2026-03-02T21:02:58;postgres;exec;cmd=/usr/bin/ps pid=7696
2026-03-02T21:02:59;cron;file_read;path=/var/log/auth.log pid=46521
2026-03-02T21:03:01;nginx;net_conn;dst=192.168.73.102:37534 proto=udp
2026-03-02T21:03:02;bash;net_conn;dst=192.168.156.41:41009 proto=tcp
